"dataset","source","site","id","c14_age","c14_error"
"Tikal","Price2021","Tikal","P-754",2017,52
"Tikal","Price2021","Tikal","P-287",2000,63
"Tikal","Price2021","Tikal","P-285",1970,44
"Tikal","Price2021","Tikal","P-561",1951,46
"Tikal","Price2021","Tikal","P-535",1934,63
"Tikal","Price2021","Tikal","P-757",1930,51
"Tikal","Price2021","Tikal","P-565",1926,48
"Tikal","Price2021","Tikal","P-562",1874,54
"Tikal","Price2021","Tikal","P-768",1777,45
"Tikal","Price2021","Tikal","P-295",1720,61
"Tikal","Price2021","Tikal","P-296",1720,61
"Tikal","Price2021","Tikal","P-571",1625,60
"Tikal","Price2021","Tikal","P-284",1550,58
"Tikal","Price2021","Tikal","P-965",1544,41
"Tikal","Price2021","Tikal","P-281",1530,52
"Tikal","Price2021","Tikal","ETH-44684",1460,15
"Tikal","Price2021","Tikal","UCLA-1373C",1400,60
"Tikal","Price2021","Tikal","P-956",1376,53
"Tikal","Price2021","Tikal","UCLA-1373B",1370,50
"Tikal","Price2021","Tikal","UCLA-158C",1366,60
"Tikal","Price2021","Tikal","P-960A",1365,50
"Tikal","Price2021","Tikal","P-950",1352,45
"Tikal","Price2021","Tikal","P-294",1350,52
"Tikal","Price2021","Tikal","P-293",1340,57
"Tikal","Price2021","Tikal","UCLA-158A",1335,40
"Tikal","Price2021","Tikal","UCLA-158D",1318,60
"Tikal","Price2021","Tikal","P-282",1310,44
"Tikal","Price2021","Tikal","P-569",1308,49
"Tikal","Price2021","Tikal","UCLA-158B",1304,60
"Tikal","Price2021","Tikal","UCLA-158E",1303,52
"Tikal","Price2021","Tikal","P-230",1295,62
"Tikal","Price2021","Tikal","P-574",1285,52
"Tikal","Price2021","Tikal","P-570",1274,50
"Tikal","Price2021","Tikal","P-247",1274,39
"Tikal","Price2021","Tikal","P-234",1272,47
"Tikal","Price2021","Tikal","P-237",1269,37
"Tikal","Price2021","Tikal","P-947",1267,51
"Tikal","Price2021","Tikal","P-251",1265,106
"Tikal","Price2021","Tikal","P-236",1262,37
"Tikal","Price2021","Tikal","UCLA-1373A",1250,50
"Tikal","Price2021","Tikal","P-242",1237,37
"Tikal","Price2021","Tikal","P-243",1232,45
"Tikal","Price2021","Tikal","P-244",1222,45
"Tikal","Price2021","Tikal","P-249",1216,37
"Tikal","Price2021","Tikal","P-238",1207,36
"Tikal","Price2021","Tikal","P-248",1201,37
"Tikal","Price2021","Tikal","P-245",1193,29
"Tikal","Price2021","Tikal","P-279",1180,55
"Tikal","Price2021","Tikal","P-235",1163,28
"Tikal","Price2021","Tikal","P-278",1150,47
"Tikal","Price2021","Tikal","P-1197",999,40
"Tikal","Price2021","Tikal","Y-392",770,40
"Tikal","Price2021","Tikal","UCLA-159B",733,45
"Tikal","Price2021","Tikal","UCLA-159A",692,40
"Tikal","Price2021","Tikal","P-635",617,38
"Tikal","Price2021","Tikal","P-637",609,39
